Date,User,Number of likes,Tweeted from,Tweets
2022-10-15 17:03:39+00:00,linarchdoandrew,0,Twitter for Android,Gua agak kurang suka sama influencer investasi atau bisnis yg gembor2 sebar ketakutan resesi 2023. Ngasih warning boleh tp jangan seakan2 semua perusaahaan di indo akan lay off karyawan atau negara collapse. Fuck orang2 kayak gitu
2022-10-15 17:03:12+00:00,psychicmew2,0,Twitter for iPhone,"@BigAlphaID @_sakayushira jangankan resesi, warga +62 mah udah ga ada yg ditakutin bahkan tuhan sekalipun"
2022-10-15 17:01:33+00:00,jhowoonist,0,Twitter for iPad,vid resesi 2023 lewat mulu jd takut buat ngonser:’)
2022-10-15 16:59:00+00:00,Fenamaaa,0,Twitter for iPhone,Kl 2023 resesi brarti akan ada something yang lebih luar biasa daripada yg 2020 kmren donk? https://t.co/EXzvw16iPC
2022-10-15 16:55:04+00:00,asridesu,0,Twitter for Android,@Just_Clara97 @jek___ WKWKWKWKWK resesi is life ygy
2022-10-15 16:54:05+00:00,Nebulaens,0,Twitter for iPhone,Aku mau hura hura meski terpaan isu resesi menghembus.
2022-10-15 16:53:09+00:00,BudiUta65828678,0,Twitter for Android,"@jek___ Tapi kalo resesi, yang dulunya hidup lo susah, bakalan tambah susah"
2022-10-15 16:52:50+00:00,hanifathan,2,Twitter for iPhone,MASIH BELUM MENYERAH GUYS dijual untuk persiapan resesi 2023!! #fnfjb https://t.co/zdFNPkW1FD
2022-10-15 16:52:29+00:00,tempodotco,1,Emplifi,Belakangan kata resesi muncul usai sejumlah lembaga internasional dan para pejabat menyebutkannya sebagai ancaman yang bakal muncul pada tahun 2023. #TempoBisnis https://t.co/Hhb8yF8WuS
2022-10-15 16:51:15+00:00,Siapasiyaaa,0,Twitter Web App,"@jek___ wkwkwkwwk
Kaka w ngomong resesi Mulu ini anjrt"
2022-10-15 16:51:08+00:00,nzkinanti,0,Twitter for iPhone,Emak emak pada cemas dan kecewa berat ama lesti daripada resesi. Btw ni org org pada kek ga punya tuhan aja. https://t.co/vfh6pzVwOL
2022-10-15 16:50:32+00:00,a_cd_fghijk_mn,1,Twitter for Android,"@dotinglyricism Jd teringat video 2 anak yg melempari karya beliau yg sunflower dengan sup tomat kaleng... Sambil mereka protes ""apakah lukisan lebih berharga dari pada kemanusiaan?"" Naurr tentu kemanusiaan ngga bisa dibandingkan dg hal itu, mereka protes ttg kenaikan bbm, resesi, inflasi"
2022-10-15 16:50:24+00:00,kimoripilir,0,Twitter for iPhone,@jek___ akan ku hadpi resesi dg sedikit asma
2022-10-15 16:49:21+00:00,eveksma,0,Twitter for iPhone,"@yoyoyuwono Kalimat pertama lu 👌 ga salah wkwkwwk

2021 ga kena dampaknya krna gw bahkan gatau kalau itu resesi, dan msh awal2 kerja jd belom melek..

Entah sih sbnrnya apa yang akan terjadi. Ngeri2 sedep aja harus banyak2 nabung tp kenapa konser2 ini semakin banyak y"
2022-10-15 16:49:01+00:00,Ailla08057173,0,Twitter for Android,"@BigAlphaID Waspada perlu sih, karena yang resesi itu bukan Indonesia doang, tapi ekonomi global.
Apalagi situasi geopolitik gk menentu.
Indonesia setidaknya masih bisa ngandelin pertanian juga, jadi gk terlalu khawatir akan krisis pangan."
2022-10-15 16:48:36+00:00,loveliestata,0,Twitter for Android,"Mbak-mbak itzy sm twice.tolong banget kalo antum mo konser, tahun depan aja. Gapeduli resesi, tapi plis bgt tahun depan aja.. ticketing nya juga tahun depan. Jangan tahun ini, bisa2 bntr lg gw jual ginjal gaboong🙏🏼"
2022-10-15 16:48:14+00:00,aiwardana,0,Twitter for Android,Kanda-kanda jenius penguasa twitter sibuk bahas soal kemungkinan resesi padahal tau arti katanya baru tadi sore. Ampun bang.
2022-10-15 16:47:52+00:00,98ylil,0,Twitter for Android,"Astagaa resesi nderr
Kok malem2 bikin ngakakk 🤣 https://t.co/mWzM7E3kkF"
2022-10-15 16:47:31+00:00,nandamawardhani,0,Twitter for iPhone,"Jadi persiapan apa saja yg akan dilakukan utk menghadapi resesi ?
1. Cutlost saham
2. Ga beli kbtuhan sekunder dan tersiser dlu
3. Siapin lahan utk bercocok tanam dan pelihara ikan lele, nila
4. Beli panel surya (sumpah ide paling out of the box dr suami)"
2022-10-15 16:47:03+00:00,shirnotsher,0,Twitter for iPhone,"ya resesi gak resesi gue langgar terus. barangkali capek resesi ga secapek hidup gue skrang. karna rezeki itu sendiri dari Tuhan, bukan kebergantungan ekonomi. https://t.co/N0cN2664Ch"
2022-10-15 16:47:03+00:00,KianaMeiLove90,0,Twitter for Android,@jek___ jaman skrng harus nurut.. kalo pemerintah bilang pandemi ya nurut.. bilang resesi ya resesi..
2022-10-15 16:42:11+00:00,iyaaiueo,15,Twitter for iPhone,@ayeayerica @ceritatehfidy Mjb. Aku juga pas baca tips2 menghadapi resesi langsung ngebatin “perasaan kehidupanku sudah sesederhana ini” 🥲🥲
2022-10-15 16:41:38+00:00,lelahberkasih,0,Twitter for Android,@jek___ Warga wakanda wani perih hadapi resesi. Sepeleee..
2022-10-15 16:41:19+00:00,habibnaufalh,0,Twitter for Android,"Hawar2 resesi na tahun hareup, karasana geus ti ayeuna keneh :("
2022-10-15 16:40:56+00:00,bacalagersmedia,0,Twitter Web App,Dua Negara di Eropa Ini Diprediksi akan Jatuh ke Jurang Resesi Tahun Depan https://t.co/XRlVunNhub
2022-10-15 16:36:14+00:00,sungiedm,0,Twitter for iPhone,BNRAN MAU MENABUNG WOI INGAT RUMOR RESESI 2023
2022-10-15 16:35:16+00:00,kimsu_bak,0,Twitter for Android,"idolku mempersiapkan diri untuk resesi 2023
sedangkan aku mempersiapkan kedatangan mereka di 2023 😭😭😭😭"
2022-10-15 16:34:56+00:00,formerIOI,0,Twitter for Android,"@LoeyPaul @aeribase Ditanamkan dalam diri anak bontot untuk selalu nabung gedung 😌
Resesi ekonomi di depan mata, sawah bapaknya udah abis kejual, sekarang si Bontot yg kudu bergelimang harta dan haha"
2022-10-15 16:32:16+00:00,nnnyuks,0,Twitter for Android,Mana tahun depan isu nya bakal resesi. Nasib-nasib
2022-10-15 16:31:34+00:00,daussudahpasrah,0,Twitter for Android,"pepi seketika ikutan persiapan dampak resesi 2023 dg mengurangi porsi, sedihhhhh:("
2022-10-15 16:28:59+00:00,assundawi_,0,Twitter for Android,@dsuperboy Resesi taun depan bakal kek gimana ya
2022-10-15 16:26:19+00:00,inewsbekasi,0,Twitter for Android,"Dua Negara di Eropa Ini Diprediksi akan Jatuh ke Jurang Resesi Tahun Depan
 https://t.co/aCzsvJfn4Z"
2022-10-15 16:25:37+00:00,ermayuliati,0,Twitter for iPhone,"@jek___ Pengen tak tuapuk lambene…

Ya karena udah sulit bakal makin sulit kalau beneran resesi anjjj"
2022-10-15 16:25:31+00:00,cadisetrama19,0,Twitter for iPhone,@pandaseuanna ayoo semangat.. siap2 menghadapi resesi 2023
2022-10-15 16:24:48+00:00,WendyLoveniaM,0,Twitter for iPhone,ah tiap abis gajian hidupku masih resesi https://t.co/X8S2mJOP7M
2022-10-15 16:22:01+00:00,Elang_Satu1,1,Twitter for Android,"@tanyakanrl Kita itu udah berkali-kali mengalami yg namanya resesi , cuma kalian ga kerasa aja , yg kerasa ya kakek mu , bapak mu , nah skrng yang kerasa kamu nya,nanti anakmu juga bakal ngerasain resesi , jadi udah ga usah resah let it flows , nothing to worry my men"
2022-10-15 16:21:40+00:00,sottovoceh,0,Twitter for iPhone,"@reindevousz @baitfana @Suarbiru @dwajne @direwrath @tepijaIan @halfinyou @GORESANJANU @IAMPLITUDO @PetakNubuat @CANDALAZUARDI Anjrit. Perekonomian dunia di ambang resesi, gua di ambang ketidakwarasan."
2022-10-15 16:18:21+00:00,Ucersunknown,0,Twitter for Android,Wacana resesi bikin risih si..
2022-10-15 16:17:22+00:00,jihanazjr,0,Twitter Web App,@Askrlfess Kmaren nntn vt dikit dibahas indo ni terdampak gabakal separah negara maju macam jerman dkk. Sbg pelaku bisnis ada kebingungan tersendiri 1 sisi kita mikirin profit tp 1 sisi kita ada rasa kemanusiaan utk ngingetin org buat berhemat dr sekarang krn resesi di masa depan itu
2022-10-15 16:16:24+00:00,mlnmlk,0,Twitter for Android,@itzmetiwii Wkwkwkw demi menghadapi resesi 2023 ya sist
2022-10-15 16:15:10+00:00,kembaranmelody,0,Twitter for Android,"Gegara resesi nih ah, gue mau beli apa2 mikir bangetttt. Padhaal lg stres trus pengen jajan albummm huuhuhuhuhu"
2022-10-15 16:14:42+00:00,melloidy,0,Twitter for Android,"@Askrlfess stuju, perputaran yg skrg jd mnurun malah ini awalnya resesi"
2022-10-15 16:14:15+00:00,tomngrh,0,Twitter for Android,Seluruh hidupku adalah resesi https://t.co/25tkgrYmoj
2022-10-15 16:14:03+00:00,PutihnyaTas,12,Twitter for Android,"Aq buka tw sehari bisa 5/6 kali, 
Krja senin ampe jum dr 7.00-16.00, di rmh ngurus 2 anak n suami, nyambi jualan online jg, tp Alhamdulillah msh bisa update berita resesi ekonomi, corona, anak2 kena gagal ginjal akut, perang rusia dll. Multitasking bgt ya aku 😆😆"
2022-10-15 16:13:14+00:00,Cublukkkk,0,Twitter Web App,Udah yakin buat beli iphone tahun depan. Eh ada kabar 2023 resesi wkwkwkwk
2022-10-15 16:12:25+00:00,ritzaazlan_,0,Twitter for iPhone,"@faizalfaresi Resesi bisa berulang, nonton konser sekali doang is"
2022-10-15 16:11:49+00:00,shushuselerakoh,0,Twitter for Android,Jokowi : 2023 aduh ancur mina The Fed tai mau naikkin suku bunga gue musti cepet cepet bayar hutang dan kurangi impor dalam bentuk dolar. makasi influencer yang sudah positif thinking walaupun itu termasuk dalam penipuan kebal resesi. Karena orang tidak sempat bersiap siap. https://t.co/ELAvEwQvQL
2022-10-15 16:10:20+00:00,tortoisecolo,0,Twitter for Android,@Askrlfess Gak usah terlalu keseret berita.. jalani aja kalo butuh belanja ya belanja kalo enggak ya ditabung aja.. resesi gak sekali dua kali terjadi.. setiap 5 tahun pasti ada resesi. Itu konsepnya kek pandemi kemarin bikin orang jadi panick buying dan harga ikut melonjak
2022-10-15 16:09:39+00:00,yoyoyuwono,0,Twitter Web App,"@eveksma 1 aja pe, duit bisa dicari tapi nyarinya susah WKWK. Masalah resesi mah gausah dipikirin banget, taon 2021 indon pernah resesi -5% tapi gue rasa lu gakena dampaknya"
2022-10-15 16:09:35+00:00,EagleReaper01,0,Twitter for Android,"@fadlizon Zelensky goblok, nyeret rakyatnya jadi susah, bikin masyarakat inyernasional alami resesi ..
.
makanya jadi presiden tuh kudu pinter, jangan modal populer aja tapi buta geopolitik
."
2022-10-15 16:06:34+00:00,Askrlfess,1,Askrlfess,[Askrl] masifnya konten2 ttg resesi yg bikin fearmongering dan bikin orang2 takut belanja2 bukannya malah bikin perputaran ekonomi makin terhambat dan makin memicu resesinya itu sendiri ya? Cmiiw...
2022-10-15 16:06:08+00:00,cocomelonfans,0,Twitter for Android,@CNNIndonesia Kekayaannya di kembalikan ke negara persiapan resesi. Hwakakak
2022-10-15 16:02:28+00:00,AtomicXcorp,2,Twitter for Android,🇺🇸⚡- Pasar saham AS akan turun 30% lagi karena resesi parah yang mengancam.
2022-10-15 16:00:57+00:00,ddeokbokky,0,Twitter for iPhone,tp yah mari jangan bodoh tahun depan ancaman resesi smakin kuat 🙏🏻🙏🏻🙏🏻🙏🏻
2022-10-15 16:00:36+00:00,404known,0,Twitter for iPhone,Sebuah cuitan tentang resesi yang terus di kumandangkan akan terjadi di 2023
2022-10-15 15:59:00+00:00,ddddds___,0,Twitter for Android,"@DDenara @1975________ @tanyakanrl jangan semua tabungan dialihkan ke RD.  Mungkin dari total tabungan setiap bulan, sisihkan 30% utk ditaruh di RD. Kalau aku gtu ...
Jadi uang cash tetap sih.
Tapi, tadi aku baca ada yg bahas Indonesia ga akan terlalu terdampak dari resesi ini, semoga aja memang gtu."
2022-10-15 15:58:33+00:00,eveksma,0,Twitter for iPhone,"Tapi takut resesi tahun depan berdampak bgt jd harus sedia uang darurat + tahun depan ud ada target lain 🥲🥲 tapi katanya muda cuma sekali, uang bisa dicari, ya g slh zi."
2022-10-15 15:58:29+00:00,faizalfaresi,1,Twitter for iPhone,Nabung buat persiapan resesi apa beli tiket festival?
2022-10-15 15:57:47+00:00,diethylether__,0,Twitter for Android,@qwaposteriu @haihaihalohaloo Boros itu membantu agar ekonomi kita tidak resesi👍
2022-10-15 15:51:15+00:00,yvzvha,0,Twitter for iPhone,ingat resesi global adik adik https://t.co/mNZ58GX0KH
2022-10-15 15:50:48+00:00,AlqowiyahSielvy,1,Twitter for Android,"@jek___ Wkwkwk related bilek, mau khawatir resesi, tp bingung apa yg dikhawatirin, hidup sudah menghawatirkan 😄😄😄"
2022-10-15 15:50:23+00:00,NuruulLatifah,0,Twitter for iPhone,Tiap hari udah resesi 🤑 https://t.co/A0sR50fMyJ
2022-10-15 15:49:49+00:00,scalIions,0,Twitter for Android,"Kok orang-orang pada takut resesi 2023 sih? Padahal ada yg lebih ngeri, bencana alam dan perang Dunia."
2022-10-15 15:49:49+00:00,asmurcom,0,Twitter for Android,"@BigAlphaID @catuaries Di Q2-Q3 2020 Indonesia itu resmi resesi. $BRIS naik sampai 13x lipat.

Terasa di kalian?"
2022-10-15 15:49:05+00:00,FaizalFabyan,0,Twitter Web App,"@jek___ Yg ""dia"" mksd itu resesi buat kaum naga langit,, jdi kiamat ""duit"" bagi mereka"
2022-10-15 15:48:36+00:00,i_am_mineee,0,Twitter for Android,"@jek___ Mungkin karena itu jadi takut.
Sehari-hari sudah pas-pasan 
Terus dihadapkan dengan resesi."
2022-10-15 15:48:30+00:00,arifamin23,0,Twitter for iPhone,"@BigAlphaID Belum takut resesi, nunggunya resepsi."
2022-10-15 15:47:39+00:00,staressoo,0,Twitter for Android,"Kalo ngobrol sama orang satu frekuensi, mau bahas kasus lesti sampe resesi pasti seru"
2022-10-15 15:46:53+00:00,Imshining_stars,0,Twitter for Android,@convomf Resesi nder yg anget
2022-10-15 15:46:43+00:00,DDenara,1,Twitter for iPhone,"@ddddds___ @1975________ @tanyakanrl Tapi untuk menghadapi resesi kan katanya jangan invest dulu, siapin uang cash. Nah tp kalau ditaruh di reksadana gmn ka😭"
2022-10-15 15:46:05+00:00,anichannya,1,Twitter for iPhone,"Mak aing di blgin 2023 mau resesi responnya cuman ""la terus?"" 🫠🫠🫠 https://t.co/ueqUJnAMFo"
2022-10-15 15:44:56+00:00,ardhieyahya,0,Twitter for Android,Resesi 2023 menjadi semangat gua di 2022 untuk menghadapi 2023 🔥🔥🔥. Jangan malas!!!
2022-10-15 15:43:56+00:00,laronkecill,0,Twitter for Android,"Sore tadi, Ibu tanya mengenai resesi global  2023 karena sering fyp di tiktoknya. Kemudian aku jawab, aku jelaskan semua mengenai resesi, inflasi, gdp, dan tetek bengek ekonomi sejauh pengetahuanku yg cetek ini. Terus Ibu tanya lagi, masih tentang ekonomi, tapi aku ga bisa jawab-"
2022-10-15 15:43:34+00:00,eskepalmilosatu,1,Twitter for Android,"Kondisi masyarakat saat ini sedang Maximum Fear.
Berita buruk dimana-mana, yang katanya resesi lah, dunia hancur, dsb.nya

Justru saat berita buruk muncul, saya sangat optimis itu tidak terjadi, menjadi contrarian mmg sulit. https://t.co/V1N6edeGC8"
2022-10-15 15:43:17+00:00,yourassheol,0,Twitter Web App,"pengen gt nonton konser tapi taun depan resesi, belum tentu bskk gua dapet ngr lagi swt malah pilih  yang mahal bener sih infestasi tapi gua aja ga yakin sama diri sendiri, cicilan sofa sama dispenser, cicilan hp mana mak gua minta motor. ya allah semoga rezeki bapak gua lncr trs"
2022-10-15 15:41:20+00:00,arcillaptr,1,Twitter for Android,@BigAlphaID Ga ada salahnya waspada. Dunia ini rasanya sekarang ga stabil. Ga ada yg pasti. Sesuatu bisa terbalik 180° bahkan hanya dalam waktu singkat. Jd emg waspada dan pinter2 ngelola uang itu udah paling bener. Mau ada ancaman resesi ataupun engga
2022-10-15 15:40:53+00:00,de_be_we,0,Twitter for Android,"@worksfess Lanjut dlu aja, tahun depan ada kemungkinan kedampak resesi. Amankeun dompet dlu nder."
2022-10-15 15:40:43+00:00,ZevaP_,0,Ask.fm,"Sementara ribut soal resesi dunia,
Orang hampir lupa pencipta semesta A A A A A
Sana sini resah soal resesi dunia,
Padahal semua kehendak pencipta A A A A A — Ikut kdi aja non https://t.co/lvUGAnG2Zh"
2022-10-15 15:39:41+00:00,fansasstyc,0,Twitter for iPhone,"yg jaman ga dibilang resesi aja udah resesi, gimana kalo beneran jaman resesi? pailit? https://t.co/YlSn2dWA5g"
2022-10-15 15:34:09+00:00,yo2thok,0,Twitter for iPhone,@Hanjar08 Resesi dimana2 sehingga permintaan minyak turun
2022-10-15 15:34:02+00:00,7Braders,0,dlvr.it,"https://t.co/SNZxBS9Lcg -  Hadapi Potensi Resesi Ekonomi 2023, Sandiaga : Kuatkan UMKM: Untuk menghadapi potensi resesi ekonomi pada 2023, Sandiaga menyebutkan UMKM perlu diperkuat. https://t.co/03TFrhw3HW https://t.co/nnWmyhTkH6"
2022-10-15 15:33:24+00:00,borjuicekecil,0,Twitter for Android,rakyat kecil ubet ulet campur cengengesan ga kenal kata resesi fafifu penting sesuk gasss maneh tangi isuk ~ https://t.co/D5vzmJ4y18
2022-10-15 15:32:36+00:00,tidak_tertarik,8,Twitter for Android,"@dsuperboy Bisa idup ga kalo nanti resesi? Eh tapi katanya indo kemungkinan kecil yaa resesi tapi ada perlambatan ekonomi? Terus pendapatan bisaa naik lagi kapan yaa, kalo nikah nanti bisa bawa bahagia keluarga ga sii, uang rumah gimana? Persalinan? Uang anak? Etapi pacar aja belum ada"
2022-10-15 15:32:18+00:00,AlfinArifin92,1,Twitter for Android,@mukaikhlas Jgn lupa resesi 2023
2022-10-15 15:31:02+00:00,okezonenews,1,OkezoneMobile,"Hadapi Potensi Resesi Ekonomi 2023, Sandiaga : Kuatkan UMKM #LengkapCepatBeritanya #BeritaTerkini  . https://t.co/dYoQY2smz5"
2022-10-15 15:30:57+00:00,erikalourful27,0,Twitter for iPhone,"Sekarang klo mau beli ini itu, keinget lagi tahun depan rencana resign, mau ada resesi pula. 
Kemaren aja abis purchase barang mahal ngerasa menyesal"
2022-10-15 15:30:38+00:00,hanurits,0,Twitter for iPhone,"Srsly beberapa hari ini lg kepikiran ttg prediksi resesi. Well, emg cm prediksi. Tapi mereka beneran ngomong berbasis data dan fakta. Kira kira langkah apa ya yg bakal diambil? Selama ini kl gue amati kebijakan presiden dan atas atasnya udh bener, tp yg rada rada bawahannya."
2022-10-15 15:29:42+00:00,labonouit,0,Twitter for iPhone,"niat hati : 2023 blackpink in your area
bos gua : kirim postingan resesi 2023 digrup kantor, nabung dan nabung.

🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂"
2022-10-15 15:28:32+00:00,babbypandaa,0,Twitter for Android,"Pantesan we kagak pusing mikirin resesi tahun depan, ternyata we udah resesi dari baru lahir nyiahahaha https://t.co/KYTjnwuRyJ"
2022-10-15 15:26:53+00:00,tigabelasayang,0,Twitter for Android,"*prediksi resesi 2023*

aku: coret wl yg lewat sebelum tahun depan harus kebeli pokoknya"
2022-10-15 15:25:32+00:00,Dian_Heditio,6,Twitter for iPhone,"@jek___ bener juga ya, ngapain mesti takut sih sama prediksi resesi 2023. emang selama ini hidupmu gak sulit? emang sekarang penghasilanmu banyak? dari dulu juga antum udah resesi duluan jadi ngapain takut ye gak. ngapain mesti takut sih sama prediksi resesi 2023 emang selama ini hidupmu"
2022-10-15 15:24:16+00:00,cahya_tp,0,Twitter for iPhone,@springbnn Dah jobless resesi pula🥲
2022-10-15 15:23:24+00:00,riarizkylestari,0,Twitter for iPhone,"Nggak jadi beli apa2 dulu tahun ini, takut banget resesi aigooo budaq corporate"
2022-10-15 15:23:09+00:00,Pipapipap4,0,Twitter for Android,@tiketXid Resesi ges resesi
2022-10-15 15:21:19+00:00,liixdnxhs,0,Twitter for Android,eh tapi ini yang 2023 resesi tuh kabarnya mencuat dari mana kok gue gak tau sumbernya
2022-10-15 15:21:13+00:00,Rich_Lingga,0,Twitter for iPhone,Haha hihi haha hihi doang tau-tau 2023 mau resesi 🥵
2022-10-15 15:21:11+00:00,CutieCemoyCat,0,Twitter Web App,"@gatausilahya @worksfess gaji bey gue g tau, sisa utang ibu, cicilan tinggal brp? lu kerja dmn? ngekos mahal amat gak sekalian laundry. cari kosan yg sekalian laundry/disediain mesin cuci. makan lu kurangin. 3jt itu kebanyakan. selfreward g ush diada2in. yg udh dicut taruh di dana darurat. inget resesi"
2022-10-15 15:21:07+00:00,aetheriela,1,Twitter for Android,@convomf resesi nder 😭 nikah masal kah resepsi besar besaran?😭😭😭
2022-10-15 15:20:28+00:00,shunkaoch,0,Twitter for Android,@convomf Resesi resesi
2022-10-15 15:19:01+00:00,Jupsss_S,0,Twitter for Android,"@minyakkgoreng @radenrauf Mungkin resesi, karena klo resepsi sama spa coba"
2022-10-15 15:17:36+00:00,dfj_88,0,Twitter for Android,"@jek___ Justru itu blm resesi aja udah resesi, apalagi udah resesi makin reseeeeeeeeeee"
2022-10-15 15:17:21+00:00,vi_triasari,0,Twitter Web App,@KememkeuSG Ga ngerti resesi tp banyak yg nakutin 😔
2022-10-15 15:15:57+00:00,CutieCemoyCat,0,Twitter Web App,@worksfess dana ke kakak dan keponakan bisa di ilangin. bukan tanggung jawab kamu buat ngasi. makan bisa lebih di irit lagi. biaya skincare dan toiletris bisa di kurangin lagi. semua dana yg di cut bisa masuk ke dana darurat. mau resesi. pastiin dana darurat cukup
2022-10-15 15:14:56+00:00,bisnis_anywhere,0,Twitter for Android,"Kalo ada berita akan resesi, biasanya pasar saham udah duluan terjun deh"
2022-10-15 15:13:23+00:00,dibyeee,0,Twitter for Android,"@jek___ Bukannye begitu, stang. Blm resesi aje udah sulit bet gimana kalo resesi... duh ente kadang kadang ente..."
